Replace,WordStr
伧夫俗人,凡夫俗子
伪装,假装
伪造,捏造
伪钞,假票
伫候,鹄候
伫立,鹄立
伯仲,手足
伯仲,昆季
估算,预算
估计,估量
估计打算,盘算推算
估量,估计
伴同,伴随
伴有,伴随
伴随,陪伴
伴随,随同
伶丁,孤苦
伶仃,孤立
伶俐,智慧
伶俐,机灵
伶俐,聪颖
伶牙俐齿,伶牙利齿
伶牙俐齿,能说会道
伶牙利齿,伶牙俐齿
伸展,舒展
伸开,张开
伸张,蔓延
伸直,蜷缩
伸雪,申雪
伺候,服侍
伺机,乘机
伺隙,俟机
似义词,词目
似乎,仿佛
似是而非,貌同实异
似曾相识,素昧平生
似水流年,光阴似箭
佃户,田户
佃户,耕户
但凡,凡是
但愿,希望
但是,可是
但是,然则
但若,但如果
位置,地位
低劣,优良
低劣,差劲
低劣,拙劣
低压,高压
低回,低徊
低垂,高扬
低声下气,低三下四
低声密语,交头接耳
低头,垂头
低头,抬头
低就,高攀
低廉,昂贵
低徊,低回
低微,卑微
低微,微贱
低档,高档
低沉,低落
低沉,消沉
低温,高温
低潮,高潮
低空,高空
低等,高等
低级,初级
低落,降低
低落,高涨
低贱,卑贱
低音,高音
低首下心,低头屈膝
住宅,室庐
住宅,室第
住所,居处
住手,停止
住持僧人,方丈和尚
住民,居民
佐证,左证
体会,体味
体会,领会
体例,编制
体制,体系体例
体力,膂力
体己,梯己
体态,身形
体无完肤,遍体鳞伤
体格,体魄
体现,表现
体系,系统
体育场,运动场
体裁,文体
体谅,谅解
体贴,体恤
体贴,体谅
体贴,关心
体面,面子
体魄,体格
何为,作甚
何以,何故
何关,何干
何况,况且
何在,安在
何堪,那堪
何尝,未尝
何干,何关
何必,何须
何故,何以
何时,什么时候
何等,多么
何苦,何必
何足道哉,不值一提
何须,何必
余存,孑遗
余晖,余辉
余辉,余晖
佛口蛇心,刀头之蜜
佛学,梵学
佛寺,梵刹
佛寺,梵宇
佛教,释教
佛门,空门
作业,功课
作别,道别
作壁上观,袖手旁观
作声,出声
作奸犯科,违法乱纪
作威作福,横行霸道
作对,尴尬刁难
作弄,做弄
作弊,做弊
作怪,作祟
作怪,捣蛋
作恶多端,无恶不作
作歹,作恶
作法自毙,自作自受
作甚,何为
作用,感化
作祟,作怪
作秀,做秀
作美,做美
作育,造就
作茧自缚,玩火自焚
作陪,奉陪
作风,风格
你死我活,不共戴天
佣人,仆人
佣钿,回佣
佩带,佩戴
佩戴,佩带
佩服,信服
佩服,服气
佩服,钦佩
佳人,才子
佳偶,良伴
佳偶天成,嘉偶天成
佳兆,吉兆
佳兵不祥,兵凶战危
佳宾,嘉宾
佳构,宏构
佳构,杰作
佳构,精品
佳肴,好菜
佳誉,美誉
佳话,美谈
佻薄,浮滑
佼佼不群,鹤立鸡群
使人,令人
使劲,用力
使命,任务
使气,负气
使用,利用
使用,应用
使用,运用
使臣,青鸟使
侈糜,侈靡
侈靡,侈糜
侈靡,奢侈
例外,破例
例行公事,官样文章
侍从,随从
侍候,伺候
侍者,酒保
供不应求,求过于供
供养,赡养
供应,供给
供给,供应
供认,招认
供词,口供
依人篱下,为人作嫁
依从,允从
依依不舍,恋恋不舍
依恋,迷恋
依据,根据
依旧,照旧
依次,顺次
依然,仍然
依然如故,荡然无存
依照,按照
依照,遵照
依稀,模糊
依赖,依附
依赖,依靠
依附,依靠
依附,倚赖
依附,凭借
依靠,依托
依靠,依附
依顺,违拗
侥幸,幸运
侦察,伺探
侦察,侦查
侦察,窥伺
侦探,侦察
侦查,侦察
侦缉队,刑警队
侦骑,逻骑
侧丽,侧艳
侧艳,侧丽
侧重,偏重
侧重,着重
侧面,正面
侮慢,轻渎
侮辱,凌辱
侮辱,欺侮
侵占,侵犯
侵吞,并吞
侵害,损害
侵犯,侵占
侵犯,侵略
侵犯,加害
侵犯,进犯
侵略,侵犯
侵蚀,腐蚀
侵陵,陵犯
便函,私函
便利,便当
便利,方便
便可,即可
便宜,廉价
便当,便利
便是,即是
便是,就是
便服,燕服
便条,条子
促成,促进
促膝谈心,把臂而谈
促进,增进
俊俏,丑陋
俊俏,姣美
俊杰,豪杰
俊秀,英俊
俊逸,飘逸
俎上肉,釜中鱼
俏丽,美丽
俗不可耐,鄙俗不堪
俗儒,陋儒
俗气,庸俗
俗话说,俗语说
俗语,鄙谚
保举,举荐
保举,推荐
保养,调养
保养,颐养
保卫,守卫
保卫,守护
保卫,捍卫
保卫,警备
保姆,保母
保存,保留
保存,保管
保存,留存
保守,守旧
保护,回护
保护,庇护
保护,护卫
保护,掩护
保护,珍爱
保护,维护
保持,坚持
保持,连结
保母,保姆
保留,保存
保藏,收藏
保证,包管
保重,珍重
保镖,保镳
保镳,警卫
保障,保证
俟机,伺隙
信仰,崇奉
信件,函件
信任,信赖
信口开合,信口开河
信口开河,信口开合
信口雌黄,胡说八道
信号,旌旗灯号
信奉,信仰
信心,信念
信心,决定信念
信心,决心
信心,决心信念
信念,信心
信托,信任
信服,佩服
信服,服气
信用,信誉
信誉,信用
信誉,诺言
信赖,信任
信赖,相信
俭朴,简朴
俭约,俭省
修业,求学
修养,教养
修养,涵养
修好,修睦
修建,建筑
修改,修正
修改,点窜
修正,修改
修正,批改
修理,修缮
修理,补缀
修睦,修好
修筑,构筑
修缮,补葺
修葺,修缮
修长,细长
修长,苗条
修饰,润色
修饰,润饰
俯仰由人,仰人鼻息
俯仰由人,寄人篱下
俯冲,爬升
俯拾地芥,俯拾即是
俯拾地芥,如拾草芥
俯视,仰望
俯首,昂首
俯首听命,俯首帖耳
俯首听命,桀骜不驯
俯首帖耳,俯首听命
俯首贴耳,唯命是从
俶傥,倜傥
倒台,垮台
倒塌,倾圮
倒塌,坍毁
倒履相迎,扫径以待
倒持泰阿,受人以柄
倒持泰阿,授人以柄
倒映,反照
倒是,却是
倒楣,倒霉
倒置,颠倒
倒背如流,滚瓜烂熟
倒腾,捣腾
倒霉,不利
倒霉,倒运
倔强,强硬
倔强,顽强
倔犟,倔强
倘佯,徘徊
倘使,假使
倘使,假如
倘使,假若
倘若,倘使
倘若,借使倘使
倘若,假使
候鸟,留鸟
倜傥,俶傥
借主,债主
借势,借重
借单,借字
借单,借条
借单,借约
借口,托言
借口,捏词
借据,借券
借据,欠据
借故,托故
借条,借单
借款,乞贷
借款,告贷
借贷,假贷
借路,借道
借道,借路
借重,借势
借鉴,自创
借鉴,鉴戒
倡寮,妓院
倡导,倡议
倡导,提倡
倡议,建议
倦怠,疲倦
债主,借主
债务,债权
债户,债主
债权,债务
倾吐,倾诉
倾向,偏向
倾听,聆听
倾圯,崩裂
倾家荡产,败尽家业
倾尽国库,悉索敝赋
倾心,倾慕
倾慕,倾心
倾慕,爱慕
倾慕,羡慕
倾慕,醉心
倾注,倾泻
倾泻,倾注
倾盆大雨,滂沱大雨
倾盖之交,倾盖论交
倾盖论交,倾盖之交
倾盖论交,倾盖定交
倾盖论交,车笠之盟
倾耳细听,洗耳恭听
倾诉,倾吐
倾轧,排挤
倾销,推销
偃旗息鼓,消声匿迹
偃蹇困穷,命运坎坷
偃蹇困穷,命途坎坷
假仁假义,假装好人
假使,倘若
假使,借使
假公济私,大公无私
假公济私,损人利己
假公济私,营私舞弊
假冒,冒充
假名,化名
假如,假设
假寓,定居
假想,设想
假意周旋,虚与委蛇
假日,沐日
假相,真相
假票,伪钞
假称,托辞
假装,伪装
假装好人,假仁假义
假设,假定
假话,谎言
假话,谎话
假货,赝品
假贷,借贷
假造,捏造
假造,编造
假造,虚拟
假造,虚构
偏偏,恰恰
偏僻,偏远
偏僻,荒僻
偏僻,荒僻罕见
偏向,倾向
偏向,方向
偏差,偏向
偏差,误差
偏幸,偏爱
偏心,偏幸
偏心,偏疼
偏心,公平
偏激,过火
偏爱,偏心
偏袒,左袒
偏见,成见
偏见,私见
偏言,曲说
偏远,偏僻
偏重,侧重
偏重,着重
偕行,同行
做事,干事
做作,造作
做声,作声
做官,仕进
做工,唱工
做弄,作弄
做弊,作弊
做生意,经商
做秀,作秀
做美,作美
停业,休业
停业,开业
停业,收歇
停业,歇业
停业,破产
停刊,复刊
停办,开办
停工,复工
停当,伏贴
停当,就绪
停息,停歇
停息,暂停
停战,休战
停战,寝兵
停止,中断
停止,中止
停止,休止
停止,住手
停止,停滞
停止,截止
停止,截至
停止,终了
停止,终止
停止,遏制
停步,留步
停泊,停靠
停滞,停止
停滞,窒碍
停滞,阻滞
停滞,障碍
停滞不前,裹足不前
停火,开火
停留,逗留
停笔,搁笔
停职,复职
停课,复课
停车,泊车
停顿,停留
停顿,平息
停顿,搁浅
停顿,进展
健壮,强健
健壮,硬朗
健康,安康
健忘,忘记
健步如飞,大步流星
偶一为之,逢场作戏
偶合,巧合
偶尔,偶然
偶然,偶尔
偶然,无意
偶然,无意偶尔
偶然,有时
偶然性,必然性
偷偷摸摸,鬼鬼祟祟
偷偷的,悄悄的
偷取,盗取
偷天换日,批红判白
偷安,苟安
偷换,掉包
偷梁换柱,移花接木
偷盗,偷窃
偷盗,盗窃
偷窃,偷盗
偷窃,盗窃
偷窥,窃看
偷窥,窃视
偷袭,狙击
偿还,了偿
偿还,归还
傅会,附会
傍友,清客
傍晚,薄暮
傍晚,黄昏
傍门,歪路
储备,储蓄
储备,储藏
储备,贮备
储存,贮存
储藏,蕴藏
储藏,贮藏
催促,敦促
催讨,追讨
傲世轻物,傲睨万物
傲卒多败,骄兵必败
傲卒多败,骄者必败
傲岸,立崖岸
傲慢,狂妄
傲慢,高傲
傲睨,渺视
傲睨一世,昂首望天
傲睨万物,傲世轻物
傲睨万物,傲睨一世
傲雪欺霜,坚贞不屈
傻里傻气,笨头笨脑
像貌,相貌
僧人,和尚
僧多粥少,人浮于事
僵滞,呆滞
僵直,僵硬
僵硬,生硬
僻事,僻典
僻典,僻事
僻处一方,局促一隅
僻巷,穷巷
僻巷,陋巷
僻静,寂静
僻静,荒僻冷僻
儒教,孔教
儿歌,童谣
允从,依从
允承,慨诺
允许,答应
允许,许可
允诺,承诺
允诺,许诺
元代,元朝
元凶,首恶
元勋,功臣
元旦,除夕
元朝,元代
元煤,原煤
元配,德配
兄弟相斗,豆箕相煎
兄弟阋墙,骨肉相残
充任,充当
充公,没收
充军,放逐
充分,充实
充分,充沛
充分,充裕
充分,充足
充实,充分
充实,空虚
充当,充任
充排场,撑场面
充数,凑数
充斥,充溢
充斥,充满
充沛,充分
充溢,充满
充满,充斥
充满,充溢
充满,布满
充耳不闻,不闻不问
充裕,丰裕
充裕,富余
充足,充分
充足,充沛
充足,足够
充饥,果腹
先人,祖先
先兆,前兆
先兆,预兆
先发制人,先下手为强
先后,前后
先哲,前贤
先天,后天
先容,介绍
先生,师长教师
先辈,先进
先辈,前辈
先进,先辈
先进,进步前辈
先锋,前锋
先驱,前驱
光临,惠临
光临,莅临
光亮,亮光
光亮,光明
光复,克复
光复,收复
光复,规复
光天化日,青天白日
光彩,光华
光彩,光荣
光彩,色泽
光彩,荣耀
光彩夺目,光芒耀眼
光怪陆离,千奇百怪
光怪陆离,斑驳陆离
光明,光亮
光明,黑暗
光明正大,光明磊落
光明正大,名正言顺
光明磊落,光明正大
光明磊落,正大光明
光显,鲜明
光洁,光亮
光溜溜,光秃秃
光滑,润滑
光滑,滑腻
光滑油滑,圆滑
光秃秃,光溜溜
光脚,赤脚
光芒,光泽
光芒,光线
光芒,光辉
光芒,毫光
光荣,光彩
光荣,名誉
光荣,庆幸
光荣,荣耀
光说不做,言而不行
光说不练,言而不行
光辉,光芒
光辉,辉煌
光采,光彩
光阴,岁月
光阴,工夫
光阴,年光
光阴,年华
光阴,时间
光阴似箭,日月如梭
光阴似箭,白驹过隙
光顾,光临
光顾,帮衬
光顾,惠顾
光顾,赐顾
光风霁月,冰壶秋月
光鲜,鲜明
克制,制止
克制,压抑
克制,压迫
克制,抑制
克制,禁止
克制,胁制
克复,光复
克复,收复
克己,低廉甜头
克己奉公,奉公守法
克意,锐意
克扣,剥削
克敌制胜,旗开得胜
克日,不日
克日,今天不日
克日,刻期
克日,即日
克日,近日
克服,克制
克服,战胜
克服,降服
克期,刻期
克绍箕裘,安家立业
克绍箕裘,成家立业
克绍箕裘,继志述事
免了吧,算了吧
免却,省却
免却,省掉
免去,免除
免得,以免
免得,省得
免罪,赦罪
免职,夺职
免职,撤职
免职,褫职
免职,革职
免费,收费
免费使用,无偿使用
免除,免去
兔死狗烹,鸟尽弓藏
兔脱,逃窜
党羽,翅膀
党首,党魁
党魁,党首
兜售,兜销
兜销,兜售
兢兢业业,谨小慎微
入不敷出,绰绰有余
入世,出世
入伍,参军
入伍,退伍
入列,出列
入口,进口
入国问俗,入境问禁
入地,上天
入坐,入座
入境,出境
入境问禁,入国问俗
入夜,天黑
入学,退学
入寇,犯境
入席,退席
入座,入坐
入手,动手
入木三分,力透纸背
入木三分,鞭辟入里
入款,进款
入眠,入睡
入睡,入眠
入耳,中听
入迷,出神
入选,当选
入院,出院
全世界,全球
全体,全部
全军,三军
全军尽没,全军覆没
全副,全部
全力以赴,尽心尽力
全力以赴,竭尽全力
全心,经心
全心全意,一心一意
全心全意,专心致志
全心全意,真心实意
全心全意,诚心诚意
全心全意,鞠躬尽瘁
全愈,病愈
全无分别,一丘之貉
全无所闻,一无所知
全是,满是
全神贯注,聚精会神
全能,万能
全部,全体
全部,全数
全部,悉数
全部,所有
全部,扫数
全集,选集
全靠,端赖
全面,周全
全面,片面
八、,8、
八字帖,发草帖
八怪七喇,稀奇古怪
八方受敌,四面楚歌
八棍子撂不着,八竿子打不着
八百壮士,四行孤军
八竿子打不着,八棍子撂不着
八股,陈腔滥调
八门五花,五花八门
八面受敌,四面楚歌
八面威风,气势汹汹
八面玲珑,八面见光
八面玲珑,左右逢源
八面玲珑,面面俱到
八面见光,八面玲珑
八面见光,面面俱到
八面见光,面面俱圆
公事,公务
公事,私事
公价,官价
公众,"大众,"
公众,公家
公众,大众
公判,公审
公务,公事
公告,通知布告
公子,令郎
公子哥儿,膏粱子弟
公子王孙,纨子弟
公审,公判
公家,公众
公差,公役
公布,发布
公布,颁布
公平,公允
公平,公正
公平,公道
公平,平正
公开,公然
公开,地下
公开场合,公共场所
公役,公差
公德,私德
公心,私心
公愤,众怒
公愤,民愤
公文,公函
公斤,千克
公断,公评
公有,私有
公正,公平
公正,公道
公民,国民
公然,公开
公然,悍然
公然,果然
公牍,公文
公理,正义
公约,条约
公证人,评判人
公评,公断
公费,自费
公道,公允
公道,公平
公道,合理
公里,千米
公馆,第宅
六、,6、
六畜,家畜
六神无主,丧魂失魄
六神无主,心惊肉跳
六神无主,魂飞天外
六神无主,魂飞魄散
兰交,至好
兰摧玉折,哲人其萎
兰梦,梦熊
兰艾俱焚,兰艾同烬
兰艾俱焚,兰艾同焚
共事,同事
共享,同享
共同,配合
共同努力,通力合作
共性,个性
共计,合计
共计,总计
共识,共鸣
共赢,双赢
共鸣,共识
关上,打开
关切,关心
关口,关隘
关山迢递,千里迢迢
关心,关怀
关怀,关切
关怀,关心
关怀,眷注
关注,存眷
关涉,牵涉
关照,照顾
关照,看护
关照,通知
关联,联系关系
关连,干系
关键,关头
关键,枢纽
关键,环节
关键,症结
关键,要害
关门落锁,闭门塞窦
关闭,封闭
关隘,关口
兴修,兴建
兴兵,发兵
兴冲冲,灰溜溜
兴办,创办
兴奋,高兴
兴妖作怪,兴风作浪
兴尽悲来,乐极生悲
兴师动众,调兵遣将
兴师问罪,负荆请罪
兴废,荣枯
兴建,兴修
兴旺,兴隆
兴旺,旺盛
兴旺,畅旺
兴盛,昌盛
兴盛,昌隆
兴盛,隆盛
兴致,兴趣
兴致勃勃,兴高采烈
兴致索然,兴味索然
兴许,也许
兴起,衰亡
兴起,鼓起
兴趣,乐趣
兴趣,兴味
兴趣,兴致
兴趣,爱好
兴隆,兴盛
兴风作浪,息事宁人
兴高采烈,兴致勃勃
兴高采烈,喜上眉梢
兴高采烈,心花怒放
兴高采烈,欢欣鼓舞
兵临城下,十万火急
兵书,兵法
兵凶战危,佳兵不祥
兵出无名,师出无名
兵力,军力
兵变,叛乱
兵器,刀兵
兵器,武器
兵器,火器
兵士,战士
兵多将广,军多将广
兵工,军工
兵强马壮,残兵败将
兵戈,干戈
兵法,兵书
兵种,军种
兵舰,军舰
兵荒马乱,太平盛世
兵营,军营
兵马,戎马
其中,个中
其中,此中
其余,其他
其后,厥后
其实是,实际上是
其时,当时
具体,详细
具名,签字
具备,具有
典丽矞皇,典雅堂皇
典型,典范
典押铺,解当铺
典礼,仪式
典范,典型
典范,模范
典范,范例
典质,抵押
典雅堂皇,典丽矞皇
养分,营养
养成工,练习生
养活,赡养
养生,摄生
养痈成患,养虎遗患
养痈遗患,养痈成患
养精蓄锐,休养生息
养虎伤身,养痈遗患
养虎遗患,姑息养奸
养虎遗患,放龙入海
